1 0.08473729
2 0.03827239
3 0.03596387
4 0.03164485
5 0.03430853
6 0.03237417
7 0.03442419
8 0.03365029
9 0.03293853
10 0.03250841
11 0.03158444
12 0.03265967
13 0.03327602
14 0.03264945
15 0.03322936
16 0.03210208
17 0.03397006
18 0.03190258
19 0.03365339
20 0.03177653
