1 0.125904
2 0.059954
3 0.04798
4 0.040446
5 0.044602
6 0.047435
7 0.041122
8 0.045611
9 0.062296
10 0.048179
11 0.065849
12 0.054989
13 0.062793
14 0.040171
15 0.043733
16 0.047806
17 0.077032
18 0.041301
19 0.047432
20 0.042255
