1 0.055073
2 0.030125
3 0.031038
4 0.030472
5 0.030684
6 0.030363
7 0.030665
8 0.030747
9 0.031396
10 0.031092
11 0.031802
12 0.031432
13 0.031645
14 0.031478
15 0.031693
16 0.031715
17 0.034261
18 0.031891
19 0.03263
20 0.031253
